aa221f1f633292474e7e97d201e7f9c30d495c45	Seal cumulative R3 source patch and exact native inventory
3f4cd710e7ab9430c22f581a4055ced3df3ea61d	Record source-only whitespace validation for the preserved patch
579014ccf4f95922aa53502f631d6d3c5544e4b3	Include required control timestamp in account deletion fixtures
a06f49a353b7a115edca64dc11526a1243859597	test(ios): exercise offline identity navigation in simulator app
56c4a7f609cd0103a9b26604fb404d319f97ed48	test(ci): verify cold-start process absence and export UI screenshots
5eddfbe5ec5d37ce312623afe81ddf261ad44b5a	docs(ios): record CI13 layers and CI14 smoke candidate
06fc9aa0b8066715584cc75d4b68010a4c9372cb	docs(ios): normalize smoke handoff EOF
036375fb19770fbabe9122490900665a37a63996	docs(ios): inventory final 56c4a7f safe patch candidate
65e689554702cc81d4baae33ba8b007d7c8273dd	fix(auth): distinguish capabilities connection failure
e90332a417b722baabd8c71b60901f530e06b0aa	test(ios): capture secure input and keyboard evidence
5392b082d17d1ac050849b083f1b9d1e8373cba4	docs(ios): audit video ownership and export boundaries
74075fec5334a1e2325b2b194974828afdd6f2f3	fix(media): isolate owned video download and safe sharing
8ea07991ccb35dbe3f16378d5235a5f6f5124e4f	docs(ios): plan video preview UI from current source and Figma
1125ef87b14b24343dd1d3f7825cc8c28a9867f1	feat(ios): clarify video playback and sharing controls
1f24a88bfb7510d5af17e90e80e33f06fe9aec69	docs(ios): preserve CI16 boot readiness timeout evidence
e6e07aff8215ea003312a518d6f83e0c1da0ee84	ci(ios): preserve bounded simulator boot timeout diagnostics
e44e6040df265546bc426d1b15c397c3075fa4c0	docs(r3): seal e6e07aff safe cumulative patch and recovery evidence
8b8108509319131340ecab9cdf95fe28460eef5b	docs(r3): record verified CI17 result without changing source package
06553a0df3574db0468cfff27223f660be3d4e4d	docs(r3): bound VLC playback audit and native probe proposal
5a3f62ba84f769e1e198b64f34cbeb14f8f34b56	docs(r3): align sealed package status with CI17 evidence
ef50ca3afed19781186fc5c79d5617521eaf2909	test(ios): probe real VLC loopback playback behavior
9d3a4b4b0d1c369e11b0205b27ef5255e8737a6e	ci(ios): preserve original VLC probe attachments and hashes
af6d85c81893cb689607fdeb0b9f266c8cc24d25	ci(ios): read installed VLC evidence from matching lockfiles
c1338e7bc22f5ebc5f5e3c9d3edad9d7a6f7eb88	docs(ios): bound voice lifecycle reliability proposal
6e5670f0475b70b51256cdfa1a2588bbefd988f0	test(ios): host real VLC probes in isolated foreground app
c0971f929dc3550683817a59cb768fb389a3fc1f	fix(ios): use server reference after audio upload completes
63b8fe4ae4092311745a5159ea523e90ed82857d	Isolate VLC probe linker flags from application pods
57524056d641d1bcea3144b9b3dea7330332d666	Bind voice recording and audio handoff to original page session
4f052294bea06f41eccd0da85789fe2e14eea664	Clean recording source after data handoff and retain failed cleanup
785461b2006dbc0260472ebfe3cd36907fcbca27	Read serialized Xcodeproj linker flags and prove empty test configs
1c88c77166b9e97fc874c3902b55feab0193612e	docs(ios): map bounded voice panel UI implementation
32f0ca4ef5a7aaaacce840e022a24b9b22b1fb6c	fix(ios): describe available audio upload recovery
49029978c855290e525eb034072e379ba7c80856	fix(ios): reset recording controls before the first gesture safely
09408df45b2ad28864ac98f4c422ecf2a7fbb389	fix(ios): unwrap audio reply copy before appending payload
0a7ba4470318e72064fe753ad2434b8a11329e72	fix(ios): bind gesture snapshot before moving recording controls
e6d0aa978daf6c2aa92f88e88deb2060658226f9	feat(ios): present owned voice recording states in accessible panel
7e12f3b4997bf80bb37629bfca809638f98b41c1	docs(ios): seal voice panel unit and cumulative safe source patch
758b062e2f291219882b3a45773509ed90077a92	test(ios): correlate VLC 403 observations with completed fixture responses
fce1f160148796035c1dd43c4c329f0a055f1c36	docs(ios): bound owned video playback implementation and regressions
abc23071b23671323d7bce89340ea6ffb513cb3b	fix(ios): access nonoptional VLC playback time
76d0fe1062402a311a6e4e9378b7ee8d1639a3f1	fix(ios): prepare owned video files and retain asynchronous stop responsibility
49194cc56f5c1dfd894efd9a9be6877560e219d3	test(ios): bind new playback probes to the actual XCTest class
8a70af53f8a4670b15e4e3d9d0e6a326c2680cef	docs(ios): seal owned-video candidate and verified forward patches
4b5ab7398cf70e153eaaf08dd09cb79cefb20ece	test(ios): complete the monotonic observation deadline without tolerance
d45cbeacda88b0d7c9a371c95579e63d60153f82	test(ios): host original voice component and XIB in app
78e98da2eac4b956477621799f81275d38ac2fcd	docs: review CI26 original VLC measurements and bounded outcomes
13318b374709aa5f160374111a6954477a627a3c	test: match mutable UIKit recognizer state override
e1ed950147233f8e9df05ad025e5e356d0097dae	fix: unify send button appearance and await component readiness
1a9f978636f29d9a42132e14463c5a576b53af65	fix(ios): label new group comment as private remark
603476bf93b652821af7f83afdba00bb023c3cf4	fix(ios): keep missing public profile labels free of internal IDs
1b20ec2971061dbc002d1748f0f252d87b69d0f7	test(ios): enter real editing before checking send presentation
